stichdatum;plz;geschlecht;vorname;anzahl;rang;ortbez18
2018-11-01;5712;w;Andrea;24;3;Beinwil am See
2018-11-01;5712;m;Peter;52;2;Beinwil am See
2018-11-01;5722;m;Markus;76;3;Gränichen
2018-11-01;5722;m;Andreas;72;5;Gränichen
2018-11-01;5725;w;Heidi;8;4;Leutwil
2018-11-01;5725;m;Daniel;15;1;Leutwil
2018-11-01;5725;m;Thomas;13;2;Leutwil
2018-11-01;6242;m;Daniel;27;1;Wauwil
2018-11-01;6243;w;Nicole;11;2;Egolzwil
2018-11-01;6244;m;Hans;41;1;Nebikon
2018-11-01;6245;w;n/a;5;1;Ebersecken
2018-11-01;6245;w;n/a;4;4;Ebersecken
2018-11-01;6245;m;Pius;6;3;Ebersecken
2018-11-01;6245;m;Martin;6;3;Ebersecken
2018-11-01;6246;w;Anita;11;3;Altishofen
2018-11-01;6246;w;Sarah;9;5;Altishofen
2018-11-01;6247;w;Ruth;27;2;Schötz
2018-11-01;6247;w;Nicole;24;4;Schötz
2018-11-01;6247;m;Michael;43;2;Schötz
2018-11-01;6247;m;Markus;39;4;Schötz
2018-11-01;6248;w;Nicole;7;3;Alberswil
2018-11-01;6248;m;Anton;9;4;Alberswil
2018-11-01;6252;w;Monika;31;2;Dagmersellen
2018-11-01;6252;m;Daniel;48;2;Dagmersellen
2018-11-01;6253;m;Josef;22;1;Uffikon
2018-11-01;6253;m;Hans;16;2;Uffikon
2018-11-01;6260;w;Maria;70;1;Reidermoos/Reiden/Hintermoos/Mehlsecken
2018-11-01;6260;m;Josef;60;3;Reidermoos/Reiden/Hintermoos/Mehlsecken
2018-11-01;6262;m;Josef;21;1;Langnau b. Reiden
2018-11-01;6262;m;Peter;14;4;Langnau b. Reiden
2018-11-01;6262;m;Hans;14;4;Langnau b. Reiden
2018-11-01;6263;w;Irene;7;2;Richenthal
2018-11-01;6263;m;Josef;9;4;Richenthal
2018-11-01;6264;w;Cornelia;14;3;Pfaffnau
2018-11-01;6264;w;Monika;12;5;Pfaffnau
2018-11-01;6264;m;Daniel;21;3;Pfaffnau
2018-11-01;6265;w;Beatrice;7;3;Roggliswil
2018-11-01;6265;m;Peter;13;2;Roggliswil
2018-11-01;6265;m;Anton;12;3;Roggliswil
2018-11-01;6265;m;Hans;10;5;Roggliswil
2018-11-01;6274;w;Ursula;27;5;Eschenbach LU
2018-11-01;6274;w;Nicole;27;5;Eschenbach LU
2018-11-01;6275;w;Sandra;30;1;Ballwil
2018-11-01;6275;m;Josef;48;1;Ballwil
2018-11-01;6275;m;Markus;34;4;Ballwil
2018-11-01;6276;w;Lisbeth;10;2;Hohenrain
2018-11-01;6276;w;Maria;10;2;Hohenrain
2018-11-01;6276;w;Rita;10;2;Hohenrain
2018-11-01;6276;w;Brigitte;10;2;Hohenrain
2018-11-01;6276;m;Josef;29;1;Hohenrain
2018-11-01;6277;m;Markus;13;4;Kleinwangen/Lieli
2018-11-01;6280;m;Peter;85;3;Urswil/Hochdorf
2018-11-01;6283;w;Ruth;7;4;Baldegg
2018-11-01;6283;w;Karin;7;4;Baldegg
2018-11-01;6283;m;Josef;13;1;Baldegg
2018-11-01;6283;m;Bruno;10;3;Baldegg
2018-11-01;6285;m;Josef;56;1;Retschwil/Hitzkirch
2018-11-01;6285;m;Thomas;31;2;Retschwil/Hitzkirch
2018-11-01;6286;m;Stefan;6;3;Altwis
2018-11-01;6287;w;Karin;15;1;Aesch LU
2018-11-01;6287;m;Josef;29;1;Aesch LU
2018-11-01;6287;m;Urs;17;2;Aesch LU
2018-11-01;6287;m;Thomas;15;4;Aesch LU
2018-11-01;6288;w;Andrea;12;2;Schongau
2018-11-01;6288;m;Josef;26;1;Schongau
2018-11-01;6289;w;Fabienne;8;4;Müswangen/Hämikon
2018-11-01;6289;m;Michael;13;2;Müswangen/Hämikon
2018-11-01;6289;m;Markus;12;4;Müswangen/Hämikon
2018-11-01;6295;w;n/a;5;1;Mosen
2018-11-01;6295;w;n/a;3;5;Mosen
2018-11-01;6300;m;Michael;221;5;Zug/Zugerberg
2018-11-01;6312;w;Nicole;57;5;Steinhausen
2018-11-01;6312;m;Daniel;93;2;Steinhausen
2018-11-01;6313;m;Stefan;42;4;Finstersee/Menzingen/Edlibach
2018-11-01;6314;w;Monika;59;3;Neuägeri/Unterägeri
2018-11-01;6315;w;Andrea;53;1;Morgarten/Oberägeri/Alosen
2018-11-01;6315;m;Peter;88;1;Morgarten/Oberägeri/Alosen
2018-11-01;6317;m;Markus;19;5;Oberwil b. Zug
2018-11-01;6318;w;Maria;35;1;Walchwil
2018-11-01;6318;m;Michael;39;3;Walchwil
2018-11-01;6318;m;Markus;36;5;Walchwil
2018-11-01;6319;w;Ursula;10;4;Allenwinden
2018-11-01;6319;m;Markus;14;5;Allenwinden
2018-11-01;6330;m;Peter;163;1;Cham
2018-11-01;6330;m;Markus;123;4;Cham
2018-11-01;6330;m;Michael;110;5;Cham
2018-11-01;6331;w;Margrit;33;4;Hünenberg
2018-11-01;6331;m;Michael;66;2;Hünenberg
2018-11-01;6332;m;Markus;28;1;Hagendorn
2018-11-01;6332;m;Thomas;23;3;Hagendorn
2018-11-01;6332;m;Michael;21;5;Hagendorn
2018-11-01;6333;w;Sandra;37;1;Hünenberg See
2018-11-01;6333;w;Monika;21;5;Hünenberg See
2018-11-01;6340;m;Peter;238;2;Baar/Sihlbrugg
2018-11-01;6343;w;Claudia;63;4;Rotkreuz/Buonas/Risch/Holzhäusern ZG
2018-11-01;6343;m;Peter;107;1;Rotkreuz/Buonas/Risch/Holzhäusern ZG
2018-11-01;6344;w;Maria;15;1;Meierskappel
2018-11-01;6344;w;Claudia;13;2;Meierskappel
2018-11-01;6344;w;Anita;10;5;Meierskappel
2018-11-01;6344;m;Thomas;19;1;Meierskappel
2018-11-01;6345;w;Monika;17;3;Neuheim
2018-11-01;6345;m;Martin;24;3;Neuheim
2018-11-01;6353;w;Ruth;45;2;Weggis
2018-11-01;6353;m;Markus;48;3;Weggis
2018-11-01;6354;w;Monika;15;2;Vitznau
2018-11-01;6354;w;Verena;12;4;Vitznau
2018-11-01;6356;m;Peter;9;2;Rigi Kaltbad
2018-11-01;6356;m;Werner;7;5;Rigi Kaltbad
2018-11-01;6363;m;Walter;9;3;Obbürgen/Bürgenstock/Fürigen
2018-11-01;6372;m;Martin;23;5;Ennetmoos
2018-11-01;6373;w;Andrea;43;2;Ennetbürgen
2018-11-01;6373;w;Claudia;37;5;Ennetbürgen
2018-11-01;6443;m;Thomas;12;4;Morschach
2018-11-01;6452;m;Paul;6;3;Sisikon/Riemenstalden
2018-11-01;6454;w;Maria;16;2;Flüelen
2018-11-01;6461;m;Anton;8;4;Isenthal
2018-11-01;6462;m;Thomas;25;2;Seedorf UR
2018-11-01;6463;m;Thomas;48;3;Bürglen UR
2018-11-01;6464;m;Josef;36;1;Spiringen
2018-11-01;6465;w;Brigitte;7;5;Unterschächen
2018-11-01;6465;m;Josef;28;1;Unterschächen
2018-11-01;6474;w;n/a;4;4;Amsteg
2018-11-01;6482;m;Martin;8;2;Gurtnellen
2018-11-01;6484;m;Markus;6;2;Wassen UR
2018-11-01;6487;m;Marco;6;4;Göschenen
2018-11-01;6490;w;Heidi;13;4;Andermatt
2018-11-01;6490;m;Peter;27;1;Andermatt
2018-11-01;6490;m;Stefan;19;2;Andermatt
2018-11-01;6490;m;Martin;16;3;Andermatt
2018-11-01;6490;m;Urs;15;5;Andermatt
2018-11-01;6493;w;n/a;3;1;Hospental
2018-11-01;6500;m;Giuseppe;229;1;Bellinzona/Bellinzona VZ
2018-11-01;6513;m;Giuseppe;31;2;Monte Carasso
2018-11-01;6513;m;Francesco;29;5;Monte Carasso
2018-11-01;6515;m;Giovanni;8;4;Gudo
2018-11-01;6517;w;Paola;24;5;Arbedo
2018-11-01;6517;m;Luca;57;1;Arbedo
2018-11-01;6517;m;Mario;27;5;Arbedo
2018-11-01;6518;m;Simone;10;3;Gorduno
2018-11-01;6523;m;Paolo;7;5;Preonzo
2018-11-01;6525;m;Marco;10;2;Gnosca
2018-11-01;6527;w;Lucia;9;4;Lodrino
2018-11-01;6533;w;Sara;11;4;Lumino
2018-11-01;6534;m;Giovanni;12;4;S. Vittore
2018-11-01;6535;w;Maria;51;1;Roveredo GR
2018-11-01;6537;w;Sara;9;3;Grono
2018-11-01;6545;m;n/a;2;1;Selma
2018-11-01;6556;m;n/a;5;1;Leggia
2018-11-01;6557;m;Antonio;7;2;Cama
2018-11-01;6558;w;Francesca;6;3;Lostallo
2018-11-01;6563;w;Anna;6;5;Mesocco
2018-11-01;6565;m;Roberto;13;3;S. Bernardino
2018-11-01;6571;w;n/a;2;4;Indemini
2018-11-01;6571;m;n/a;3;2;Indemini
2018-11-01;6573;m;Peter;14;1;Magadino
2018-11-01;6574;w;Maria;15;1;Vira (Gambarogno)
2018-11-01;6344;m;Michael;17;3;Meierskappel
2018-11-01;6345;m;Thomas;26;2;Neuheim
2018-11-01;6345;m;Andreas;18;5;Neuheim
2018-11-01;6353;w;Doris;30;5;Weggis
2018-11-01;6354;m;Markus;15;4;Vitznau
2018-11-01;6356;w;n/a;5;1;Rigi Kaltbad
2018-11-01;6363;w;Pia;8;1;Obbürgen/Bürgenstock/Fürigen
2018-11-01;6363;m;Josef;15;1;Obbürgen/Bürgenstock/Fürigen
2018-11-01;6365;w;n/a;4;1;Kehrsiten
2018-11-01;6370;w;Maria;100;1;Stans/Oberdorf NW
2018-11-01;6372;w;Anita;17;3;Ennetmoos
2018-11-01;6372;m;Josef;36;1;Ennetmoos
2018-11-01;6373;w;Monika;45;1;Ennetbürgen
2018-11-01;6373;w;Elisabeth;40;3;Ennetbürgen
2018-11-01;6373;m;Walter;58;4;Ennetbürgen
2018-11-01;6374;w;Monika;43;3;Buochs
2018-11-01;6374;w;Elisabeth;37;5;Buochs
2018-11-01;6376;w;Brigitte;16;2;Emmetten
2018-11-01;6376;m;Hans;23;3;Emmetten
2018-11-01;6376;m;Michael;20;4;Emmetten
2018-11-01;6377;w;Margrit;7;5;Seelisberg
2018-11-01;6377;m;Markus;15;2;Seelisberg
2018-11-01;6377;m;Anton;11;3;Seelisberg
2018-11-01;6377;m;Walter;10;5;Seelisberg
2018-11-01;6382;w;Silvia;10;2;Büren NW
2018-11-01;6382;w;Barbara;9;3;Büren NW
2018-11-01;6382;w;Karin;8;5;Büren NW
2018-11-01;6382;w;Daniela;8;5;Büren NW
2018-11-01;6382;m;Marco;11;5;Büren NW
2018-11-01;6383;w;Andrea;19;5;Dallenwil/Niederrickenbach/Wiesenberg/Wirzweli
2018-11-01;6383;m;Josef;40;1;Dallenwil/Niederrickenbach/Wiesenberg/Wirzweli
2018-11-01;6383;m;Daniel;24;2;Dallenwil/Niederrickenbach/Wiesenberg/Wirzweli
2018-11-01;6386;w;Margrit;14;3;Wolfenschiessen
2018-11-01;6386;m;Josef;31;1;Wolfenschiessen
2018-11-01;6386;m;Walter;16;5;Wolfenschiessen
2018-11-01;6387;w;n/a;4;1;Oberrickenbach
2018-11-01;6387;m;Anton;7;2;Oberrickenbach
2018-11-01;6390;w;Maria;47;4;Engelberg
2018-11-01;6402;w;Irene;11;3;Merlischachen
2018-11-01;6402;w;Martina;9;4;Merlischachen
2018-11-01;6402;m;Markus;18;2;Merlischachen
2018-11-01;6403;m;Daniel;100;3;Küssnacht am Rigi
2018-11-01;6404;w;Sandra;11;2;Greppen
2018-11-01;6404;w;Rita;8;5;Greppen
2018-11-01;6404;m;Martin;13;3;Greppen
2018-11-01;6405;w;Anna;20;2;Immensee
2018-11-01;6410;m;Daniel;46;5;Rigi Klösterli/Goldau/Rigi Kulm/Rigi Staffel/Rigi Scheidegg
2018-11-01;6414;w;Sonja;13;5;Oberarth
2018-11-01;6414;m;Peter;32;1;Oberarth
2018-11-01;6415;w;Andrea;25;4;Arth
2018-11-01;6415;m;Peter;38;3;Arth
2018-11-01;6415;m;Thomas;38;3;Arth
2018-11-01;6417;w;Claudia;20;1;Sattel
2018-11-01;6417;m;Josef;35;1;Sattel
2018-11-01;6418;w;Andrea;26;2;Rothenthurm
2018-11-01;6418;w;Sandra;21;3;Rothenthurm
2018-11-01;6418;w;Daniela;19;5;Rothenthurm
2018-11-01;6422;w;Nicole;26;5;Steinen
2018-11-01;6422;m;Daniel;47;2;Steinen
2018-11-01;6423;m;Markus;29;5;Seewen SZ
2018-11-01;6424;w;Petra;8;5;Lauerz
2018-11-01;6424;w;Esther;8;5;Lauerz
2018-11-01;6424;m;Daniel;14;2;Lauerz
2018-11-01;6424;m;Stefan;14;2;Lauerz
2018-11-01;6424;m;Karl;12;4;Lauerz
2018-11-01;6430;w;Elisabeth;50;2;Schwyz
2018-11-01;6430;m;Stefan;76;2;Schwyz
2018-11-01;6432;w;Monika;12;1;Rickenbach SZ
2018-11-01;6432;w;Ursula;9;4;Rickenbach SZ
2018-11-01;6432;w;Heidi;9;4;Rickenbach SZ
2018-11-01;6433;m;Peter;11;2;Stoos SZ
2018-11-01;6433;m;Hans;9;3;Stoos SZ
2018-11-01;6433;m;Josef;9;3;Stoos SZ
2018-11-01;6433;m;Erwin;8;5;Stoos SZ
2018-11-01;6434;w;Ruth;8;3;Illgau
2018-11-01;6434;w;Rita;8;3;Illgau
2018-11-01;6434;w;Anna;6;5;Illgau
2018-11-01;6436;w;Karin;26;5;Muotathal/Bisisthal/Ried (Muotathal)
2018-11-01;6436;m;Markus;35;4;Muotathal/Bisisthal/Ried (Muotathal)
2018-11-01;6438;w;Manuela;33;5;Ibach
2018-11-01;6440;w;Anna;60;2;Brunnen
2018-11-01;6440;w;Monika;57;3;Brunnen
2018-11-01;6440;m;Daniel;87;3;Brunnen
2018-11-01;6442;w;Ruth;19;4;Gersau
2018-11-01;6443;w;Monika;8;3;Morschach
2018-11-01;6443;m;Stefan;13;3;Morschach
2018-11-01;6452;w;n/a;5;4;Sisikon/Riemenstalden
2018-11-01;6454;w;Anna;16;2;Flüelen
2018-11-01;6454;w;Ursula;16;2;Flüelen
2018-11-01;6460;m;Josef;119;2;Altdorf UR
2018-11-01;6461;w;Margrit;6;2;Isenthal
2018-11-01;6461;w;Doris;6;2;Isenthal
2018-11-01;6462;w;Julia;15;2;Seedorf UR
2018-11-01;6462;w;Claudia;15;2;Seedorf UR
2018-11-01;6462;m;Marco;20;4;Seedorf UR
2018-11-01;6463;w;Karin;21;4;Bürglen UR
2018-11-01;6465;w;Karin;7;5;Unterschächen
2018-11-01;6465;m;Martin;10;4;Unterschächen
2018-11-01;6466;w;n/a;2;5;Bauen
2018-11-01;6467;w;Sandra;39;4;Schattdorf
2018-11-01;6467;m;Simon;52;5;Schattdorf
2018-11-01;6468;m;Josef;35;1;Attinghausen
2018-11-01;6468;m;Thomas;21;2;Attinghausen
2018-11-01;6468;m;Daniel;15;3;Attinghausen
2018-11-01;6472;w;Anna;31;2;Erstfeld
2018-11-01;6472;w;Monika;28;5;Erstfeld
2018-11-01;6473;w;Rita;10;3;Silenen
2018-11-01;6475;m;Martin;10;1;Bristen
2018-11-01;6484;w;n/a;5;2;Wassen UR
2018-11-01;6484;w;n/a;4;5;Wassen UR
2018-11-01;6487;m;Thomas;6;4;Göschenen
2018-11-01;6490;w;Anna;13;4;Andermatt
2018-11-01;6503;m;Giuseppe;22;2;Bellinzona
2018-11-01;6503;m;Francesco;15;5;Bellinzona
2018-11-01;6512;m;Giuseppe;114;2;Giubiasco
2018-11-01;6515;w;Lisa;6;4;Gudo
2018-11-01;6516;m;Luca;28;5;Cugnasco
2018-11-01;6517;m;Michele;27;5;Arbedo
2018-11-01;6518;m;Daniele;11;2;Gorduno
2018-11-01;6523;m;Stefano;8;4;Preonzo
2018-11-01;6524;w;n/a;2;2;Moleno
2018-11-01;6525;w;Anna;8;3;Gnosca
2018-11-01;6527;m;Antonio;23;1;Lodrino
2018-11-01;6527;m;Luca;17;3;Lodrino
2018-11-01;6527;m;Jose;14;5;Lodrino
2018-11-01;6528;w;Cristina;22;3;Camorino
2018-11-01;6528;m;Giuseppe;32;3;Camorino
2018-11-01;6532;m;Luca;19;4;Castione
2018-11-01;6534;w;Cristina;7;5;S. Vittore
2018-11-01;6535;w;Daniela;22;3;Roveredo GR
2018-11-01;6535;m;Andrea;23;5;Roveredo GR
2018-11-01;6537;w;Anna;12;2;Grono
2018-11-01;6538;m;n/a;3;1;Verdabbio
2018-11-01;6538;m;n/a;2;2;Verdabbio
2018-11-01;6540;w;n/a;5;1;Castaneda
2018-11-01;6542;w;n/a;2;1;Buseno
2018-11-01;6542;m;n/a;2;1;Buseno
2018-11-01;6544;m;n/a;3;1;Braggio
2018-11-01;6558;m;Luca;9;1;Lostallo
2018-11-01;6558;m;Giovanni;7;4;Lostallo
2018-11-01;6563;w;Giulia;7;4;Mesocco
2018-11-01;6563;m;Andrea;11;2;Mesocco
2018-11-01;6565;w;Laura;7;5;S. Bernardino
2018-11-01;6565;m;Giuseppe;16;1;S. Bernardino
2018-11-01;6571;w;n/a;3;1;Indemini
2018-11-01;6572;w;Paola;9;4;Quartino
2018-11-01;6573;m;Marco;9;5;Magadino
2018-11-01;6574;m;Thomas;15;4;Vira (Gambarogno)
2018-11-01;6575;w;Maria;14;2;S. Nazzaro/Vairano
2018-11-01;6576;w;Verena;10;2;Gerra (Gambarogno)
2018-11-01;6576;w;Daniela;9;3;Gerra (Gambarogno)
2018-11-01;6576;m;Walter;14;3;Gerra (Gambarogno)
2018-11-01;6577;w;n/a;4;5;Ranzo
2018-11-01;6577;m;Walter;6;2;Ranzo
2018-11-01;6578;m;Hans;13;2;Caviano
2018-11-01;6579;w;Ursula;6;2;Piazzogna
2018-11-01;6579;w;Edith;6;2;Piazzogna
2018-11-01;6582;w;Paola;6;5;Pianezzo
2018-11-01;6582;m;Michele;6;3;Pianezzo
2018-11-01;6592;w;Sara;20;4;S. Antonino
2018-11-01;6592;m;Andrea;29;3;S. Antonino
2018-11-01;6593;m;Antonio;36;1;Cadenazzo
2018-11-01;6593;m;Francesco;26;4;Cadenazzo
2018-11-01;6594;w;Valentina;12;2;Contone
2018-11-01;6594;w;Anna;11;3;Contone
2018-11-01;6594;w;Laura;9;4;Contone
2018-11-01;6594;w;Giulia;9;4;Contone
2018-11-01;6594;m;Luca;12;2;Contone
2018-11-01;6594;m;Fabio;12;2;Contone
2018-11-01;6594;m;Francesco;12;2;Contone
2018-11-01;6595;w;Angela;15;2;Riazzino
2018-11-01;6595;m;Bruno;13;5;Riazzino
2018-11-01;6045;m;Thomas;83;3;Meggen
2018-11-01;6047;w;Monika;10;2;Kastanienbaum
2018-11-01;6047;w;Petra;10;2;Kastanienbaum
2018-11-01;6048;w;Maria;116;1;Horw
2018-11-01;6053;m;Josef;13;1;Alpnachstad
2018-11-01;6053;m;Daniel;11;2;Alpnachstad
2018-11-01;6055;m;Thomas;69;1;Alpnach Dorf
2018-11-01;6056;w;Jasmin;10;2;Kägiswil
2018-11-01;6060;w;Claudia;55;1;Sarnen/Ramersberg
2018-11-01;6060;w;Ruth;41;5;Sarnen/Ramersberg
2018-11-01;6060;w;Heidi;41;5;Sarnen/Ramersberg
2018-11-01;6063;w;Maria;9;5;Stalden (Sarnen)
2018-11-01;6063;m;Peter;19;3;Stalden (Sarnen)
2018-11-01;6066;m;Martin;6;2;St. Niklausen OW
2018-11-01;6067;m;Josef;10;1;Melchtal
2018-11-01;6068;w;n/a;2;2;Melchsee-Frutt
2018-11-01;6068;m;n/a;2;4;Melchsee-Frutt
2018-11-01;6072;w;Andrea;35;3;Sachseln
2018-11-01;6073;m;Martin;9;4;Flüeli-Ranft
2018-11-01;6073;m;Niklaus;8;5;Flüeli-Ranft
2018-11-01;6073;m;Thomas;8;5;Flüeli-Ranft
2018-11-01;6073;m;Urs;8;5;Flüeli-Ranft
2018-11-01;6074;w;Monika;34;3;Giswil
2018-11-01;6074;w;Maria;30;4;Giswil
2018-11-01;6078;w;Monika;25;1;Bürglen OW/Lungern
2018-11-01;6078;m;Josef;60;1;Bürglen OW/Lungern
2018-11-01;6078;m;Franz;27;5;Bürglen OW/Lungern
2018-11-01;6083;w;Margrit;10;1;Hasliberg Hohfluh
2018-11-01;6083;w;Ursula;9;2;Hasliberg Hohfluh
2018-11-01;6083;m;Ernst;7;4;Hasliberg Hohfluh
2018-11-01;6084;w;n/a;4;4;Hasliberg Wasserw
2018-11-01;6084;m;Kurt;10;2;Hasliberg Wasserw
2018-11-01;6084;m;Peter;9;3;Hasliberg Wasserw
2018-11-01;6085;w;n/a;5;1;Hasliberg Goldern
2018-11-01;6085;m;Heinz;6;4;Hasliberg Goldern
2018-11-01;6086;w;Ruth;7;2;Hasliberg Reuti
2018-11-01;6086;w;Katrin;6;3;Hasliberg Reuti
2018-11-01;6102;w;Maria;71;1;Malters
2018-11-01;6102;w;Monika;52;3;Malters
2018-11-01;6103;w;Ursula;11;3;Schwarzenberg LU
2018-11-01;6103;m;Thomas;28;2;Schwarzenberg LU
2018-11-01;6106;w;Andrea;15;1;Werthenstein
2018-11-01;6106;m;Hans;11;4;Werthenstein
2018-11-01;6106;m;Martin;10;5;Werthenstein
2018-11-01;6110;m;Daniel;52;5;Wolhusen/Fontannen
2018-11-01;6112;w;Karin;6;5;Doppleschwand
2018-11-01;6112;w;Lisbeth;6;5;Doppleschwand
2018-11-01;6113;w;Martina;6;3;Romoos
2018-11-01;6113;m;Daniel;7;5;Romoos
2018-11-01;6114;m;Josef;9;1;Steinhuserberg
2018-11-01;6114;m;n/a;5;3;Steinhuserberg
2018-11-01;6122;m;Hans;29;2;Menznau
2018-11-01;6122;m;Thomas;22;5;Menznau
2018-11-01;6123;w;n/a;5;4;Geiss
2018-11-01;6123;m;Hans;7;4;Geiss
2018-11-01;6123;m;Franz;6;5;Geiss
2018-11-01;6125;w;Annemarie;7;2;Menzberg
2018-11-01;6125;m;Franz;11;2;Menzberg
2018-11-01;6126;w;n/a;3;2;Daiwil
2018-11-01;6132;m;n/a;4;1;Rohrmatt
2018-11-01;6142;w;Maria;20;1;Gettnau
2018-11-01;6142;w;Andrea;8;5;Gettnau
2018-11-01;6142;w;Nicole;8;5;Gettnau
2018-11-01;6142;m;Daniel;18;2;Gettnau
2018-11-01;6142;m;Markus;12;5;Gettnau
2018-11-01;6143;m;Hans;7;2;Ohmstal
2018-11-01;6144;m;Josef;36;1;Zell LU
2018-11-01;6153;w;Ruth;10;1;Ufhusen
2018-11-01;6153;m;Josef;27;1;Ufhusen
2018-11-01;6154;w;Margrith;6;2;Hofstatt
2018-11-01;6156;m;Franz;17;3;Luthern/Luthern Bad
2018-11-01;6156;m;Adrian;12;5;Luthern/Luthern Bad
2018-11-01;6166;m;Stefan;21;5;Hasle LU
2018-11-01;6174;w;Rita;8;3;Sörenberg
2018-11-01;6174;m;Peter;24;2;Sörenberg
2018-11-01;6196;w;Judith;11;5;Marbach LU
2018-11-01;6196;w;Andrea;11;5;Marbach LU
2018-11-01;6196;w;Vreni;11;5;Marbach LU
2018-11-01;6196;m;Hans;36;1;Marbach LU
2018-11-01;6196;m;Franz;22;4;Marbach LU
2018-11-01;6196;m;Stefan;20;5;Marbach LU
2018-11-01;6197;w;Marianne;12;1;Schangnau
2018-11-01;6197;w;Rosa;11;2;Schangnau
2018-11-01;6197;w;Anna;11;2;Schangnau
2018-11-01;6197;m;Hans;45;1;Schangnau
2018-11-01;6197;m;Markus;13;5;Schangnau
2018-11-01;6203;w;Andrea;11;3;Sempach Station
2018-11-01;6203;m;Josef;24;2;Sempach Station
2018-11-01;6203;m;Thomas;21;3;Sempach Station
2018-11-01;6204;m;Markus;43;4;Sempach
2018-11-01;6204;m;Stefan;42;5;Sempach
2018-11-01;6205;w;Andrea;17;2;Eich
2018-11-01;6205;m;Daniel;20;1;Eich
2018-11-01;6206;w;Maria;42;2;Neuenkirch
2018-11-01;6206;w;Rita;40;3;Neuenkirch
2018-11-01;6206;w;Anna;35;5;Neuenkirch
2018-11-01;6206;m;Stefan;46;4;Neuenkirch
2018-11-01;6207;w;Sandra;30;2;Nottwil/Nottwil SPZ
2018-11-01;6207;m;Markus;45;2;Nottwil/Nottwil SPZ
2018-11-01;6210;w;Ruth;75;3;Sursee
2018-11-01;6211;w;n/a;5;1;Buchs LU
2018-11-01;6211;m;Josef;9;1;Buchs LU
2018-11-01;6212;w;Monika;45;1;St. Erhard/Kaltbach
2018-11-01;6212;w;Manuela;24;4;St. Erhard/Kaltbach
2018-11-01;6212;m;Peter;29;2;St. Erhard/Kaltbach
2018-11-01;6212;m;Hans;24;4;St. Erhard/Kaltbach
2018-11-01;6213;w;Sandra;14;2;Knutwil
2018-11-01;6214;w;Claudia;44;1;Schenkon
2018-11-01;6214;w;Ursula;37;2;Schenkon
2018-11-01;6214;w;Andrea;33;3;Schenkon
2018-11-01;6214;w;Karin;29;4;Schenkon
2018-11-01;6216;m;Markus;10;2;Mauensee
2018-11-01;6216;m;Pascal;7;3;Mauensee
2018-11-01;6216;m;Peter;6;4;Mauensee
2018-11-01;6216;m;Hans;6;4;Mauensee
2018-11-01;6216;m;Werner;6;4;Mauensee
2018-11-01;6217;w;n/a;5;2;Kottwil
2018-11-01;6217;w;n/a;4;4;Kottwil
2018-11-01;6217;m;Raffael;12;1;Kottwil
2018-11-01;6217;m;Bruno;7;4;Kottwil
2018-11-01;6218;w;Claudia;23;1;Ettiswil
2018-11-01;6218;w;Rita;21;2;Ettiswil
2018-11-01;6221;m;Thomas;27;5;Rickenbach LU
2018-11-01;6222;w;Monika;15;1;Gunzwil
2018-11-01;6222;w;Daniela;11;4;Gunzwil
2018-11-01;6222;m;Daniel;18;5;Gunzwil
2018-11-01;6231;m;Josef;21;1;Schlierbach
2018-11-01;6231;m;Peter;14;3;Schlierbach
2018-11-01;6232;w;Sandra;19;5;Geuensee
2018-11-01;6232;m;Daniel;31;2;Geuensee
2018-11-01;6232;m;Marcel;23;5;Geuensee
2018-11-01;6233;w;Nicole;20;2;Büron
2018-11-01;6233;w;Margrit;18;4;Büron
2018-11-01;6233;m;Peter;29;5;Büron
2018-11-01;6234;w;Margrit;25;2;Kulmerau/Triengen
2018-11-01;6234;w;Ursula;23;3;Kulmerau/Triengen
2018-11-01;6236;m;Stefan;7;2;Wilihof
2018-11-01;6236;m;Andreas;6;3;Wilihof
2018-11-01;6242;w;Andrea;18;2;Wauwil
2018-11-01;5725;m;Peter;10;4;Leutwil
2018-11-01;5726;m;Daniel;34;1;Unterkulm
2018-11-01;5727;m;Hans;32;1;Oberkulm
2018-11-01;5728;m;Andreas;29;3;Gontenschwil
2018-11-01;5728;m;Daniel;22;5;Gontenschwil
2018-11-01;5732;w;Claudia;12;2;Zetzwil
2018-11-01;5732;w;Barbara;12;2;Zetzwil
2018-11-01;5732;m;Peter;18;5;Zetzwil
2018-11-01;5733;w;n/a;4;4;Leimbach AG
2018-11-01;5733;m;Daniel;6;2;Leimbach AG
2018-11-01;5734;w;Maria;62;1;Reinach AG
2018-11-01;5734;w;Ruth;60;2;Reinach AG
2018-11-01;5734;w;Verena;48;5;Reinach AG
2018-11-01;5734;m;Peter;82;1;Reinach AG
2018-11-01;5734;m;Daniel;77;2;Reinach AG
2018-11-01;5734;m;Markus;60;5;Reinach AG
2018-11-01;5735;w;Sandra;7;1;Pfeffikon LU
2018-11-01;5735;w;Hedwig;7;1;Pfeffikon LU
2018-11-01;5735;w;Maria;6;5;Pfeffikon LU
2018-11-01;5737;w;Monika;36;4;Menziken
2018-11-01;5737;m;Thomas;54;2;Menziken
2018-11-01;5742;m;Daniel;50;3;Kölliken
2018-11-01;5745;m;Markus;31;4;Safenwil
2018-11-01;5746;w;Barbara;6;4;Walterswil SO
2018-11-01;6003;m;Daniel;183;1;Luzern
